Anel,Progressiva (m),Tempo total anel (s),Tempo total anel (h),Tempo escavacao anel (s),Tempo escavacao anel (h),Energia especifica (MJ/m3) (media),Velocidade de Avanco (mm/min) (media),Torque(MNm) (media),Empuxo (kN) (media),Taxa de Penetracao (mm/rev) (media),Rotacao da Cabeca de Corte (RPM) (media),Forca de Contato (kN) (media),agua Livre (L.min) (media),FER (media),FIR (%) (media),Massa de material escavado (teorica) (ton) (max),Massa de material escavado (balanca 1) (ton) (max),Diferenca  balanca 1 (ton),Massa de material escavado (balanca 2) (ton)  (max),Diferenca  balanca 2 (ton),Pressao de terra (media dos sensores) (bar) (media),Pressao de terra (S1) (bar) (media),Pressao de terra (S2)(bar) (media),Pressao de terra (S3) (bar) (media),Pressao de terra (S4) (bar) (media),Pressao de terra (S5) (bar) (media),Pressao de terra (S6) (bar) (media),Injecao de grout total (L) (max),Material Calota,Material Eixo,Material Base,Mat,Material,Composicao da frente,Materiais na frente,Torque/Forca de contato,S1-S2,S1-S3
1383,12857,10949,3.041388889,5031,1.3975,76.290249,17.50585458,2.838268924,26310.65645,8.824091633,1.993241036,19404.37176,0,1.610398406,85.98914741,108.733,114.452,5.719,131.229,22.496,1.915292829,1.811651394,2.001304781,2.272358566,2.253129482,2.048366534,1.799609562,6165.883,4Ag1,4Ag1,4Ar2,4Ag1 4Ag1 4Ar2,4Ag1 4Ar2,,2 ou mais,50.06802305,-0.189653387,-0.460707172
1384,12858.5,5859,1.6275,4106,1.140555556,71.4046878,21.56696098,3.177556098,23747.33015,10.71064634,2.01342439,18245.44309,0,1.727853659,78.76216341,105.88,106.271,0.391,129.493,23.613,1.932519512,1.794092683,2.048429268,2.374002439,2.347243902,2.102185366,1.785302439,5272.001,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,52.70538086,-0.254336585,-0.579909756
1385,12860,8050,2.236111111,4870,1.352777778,87.89658025,18.58515226,3.398,23689.05459,9.22954321,2.010962963,18451.45074,0,1.740423868,93.59027984,109.646,110.817,1.171,135.319,25.673,1.898376543,1.766726337,2.013652263,2.355423868,2.301897119,2.054977366,1.758222222,5723.901,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,56.99820874,-0.246925926,-0.588697531
1386,12861.5,686071,190.5752778,5581,1.550277778,107.5302204,15.66794086,3.318353047,25352.86062,7.780648746,2.013858423,20076.80757,18.98305197,1.190664875,81.20474014,102.717,169.031,66.314,186.836,84.119,1.994295699,1.855949821,2.101528674,2.437985663,2.383810036,2.162345878,1.857376344,4943.29,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,60.56539598,-0.245578853,-0.582035842
1387,12863,43676,12.13222222,4721,1.311388889,42.41806144,18.9515911,1.661298729,19604.20733,9.586586864,1.97234322,11912.71208,0,3.095536017,87.361375,111.22,90.702,-20.518,81.788,-29.432,2.014131356,1.896294492,2.094483051,2.288610169,2.239885593,2.177684322,1.887436441,6121.434,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,17.9914304,-0.198188559,-0.392315677
1388,12864.5,7894,2.192777778,4529,1.258055556,63.67091593,19.10855973,2.558639381,20907.37265,9.659887168,1.977887168,13497.6789,46.43702655,3.849320796,87.77107522,104.545,108.618,4.073,110.169,5.624,2.031422566,1.88230531,2.124588496,2.412595133,2.380561947,2.223004425,1.89569469,5619.098,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,31.39608435,-0.242283186,-0.530289823
1389,12866,6203,1.723055556,4158,1.155,68.50390843,21.37517108,3.085995181,20689.56817,10.73135422,1.992028916,14632.67253,71.92910361,4.249980723,83.69034458,107.252,126.322,19.07,124.422,17.17,2.110081928,1.903568675,2.22986506,2.594626506,2.530874699,2.359954217,1.946759036,6819.284,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,41.05123356,-0.326296385,-0.691057831
1390,12867.5,22147,6.151944444,4354,1.209444444,69.26952874,20.09985977,3.009675862,19270.80675,10.04577241,2.001177011,13849.99265,88.60091954,3.951264368,93.95075632,106.558,127.601,21.043,127.601,21.043,1.981554023,1.803245977,2.108712644,2.436409195,2.365926437,2.188636782,1.825671264,5261.35,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,37.89453506,-0.305466667,-0.633163218
1391,12869,37544,10.42888889,4435,1.231944444,80.4242167,19.28319865,2.97151693,23212.50011,9.578546275,2.013160271,15233.46767,67.79071106,4.094681716,87.9899842,106.568,122.655,16.087,126.839,20.271,2.016316027,1.841130926,2.123349887,2.490275395,2.42124605,2.238837472,1.862252822,4991.569,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,41.15137008,-0.282218961,-0.649144469
1392,12870.5,7050,1.958333333,3783,1.050833333,67.18911905,22.81160317,3.096312169,21496.14356,11.31861905,2.015301587,14954.05807,127.3944392,3.683560847,71.84539947,108.029,124.814,16.785,128.786,20.757,2.061497354,1.893166667,2.171664021,2.535949735,2.469550265,2.276634921,1.904544974,5684.787,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,42.09311998,-0.278497354,-0.642783068
1393,12872,6352,1.764444444,4099,1.138611111,63.13966993,21.35723961,2.861748166,20783.10094,10.60710269,2.01405868,15343.4014,79.41887775,4.071577017,79.75608068,107.103,123.172,16.069,125.972,18.869,2.101354523,1.953146699,2.198110024,2.528151589,2.474855746,2.295992665,1.9580978,6147.342,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,39.91722802,-0.244963325,-0.57500489
1394,12873.5,9147,2.540833333,5206,1.446111111,89.91036923,17.20291346,3.243794231,20814.54235,8.538317308,2.014755769,17074.15579,41.25095962,4.187938462,107.0546019,107.63,119.506,11.876,120.733,13.103,2.100711538,1.918180769,2.218790385,2.5784,2.508313462,2.320519231,1.945490385,5834.667,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,50.35004368,-0.300609616,-0.660219231
1395,12875,26796,7.443333333,6097,1.693611111,112.0151002,14.63370443,3.326527094,23699.87223,7.281673235,2.009382594,18774.95181,50.71314943,4.11419376,125.1920985,108.081,122.74,14.659,125.333,17.252,2.031939245,1.873233169,2.120111658,2.485715928,2.412988506,2.24362069,1.890568144,6169.85,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,56.77762353,-0.246878489,-0.612482759
1396,12876.5,17670,4.908333333,4958,1.377222222,83.56327879,18.09358586,3.211531313,25275.4948,9.041474747,2.000977778,19506.69049,28.85430303,4.175391919,104.3096788,107.475,126.427,18.952,125.949,18.474,2.158222222,1.997082828,2.2556,2.579088889,2.554216162,2.374078788,2.005963636,4928.093,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,56.95122484,-0.258517172,-0.582006061
1397,12878,7753,2.153611111,5503,1.528611111,103.3717086,16.26576685,3.437752277,24363.37859,7.984590164,2.037032787,19692.28385,62.25782332,3.972411658,114.5890273,105.661,82.218,-23.443,99.618,-6.043,2.203016393,2.006482696,2.30882878,2.701668488,2.625486339,2.458153005,2.038814208,5620.306,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,61.54290331,-0.302346084,-0.695185792
1398,12879.5,24521,6.811388889,5842,1.622777778,112.3216079,14.14892295,3.091767123,23889.55686,6.894604452,2.042191781,18478.73909,68.553125,3.696416096,124.9383527,111.604,113.267,1.663,106.666,-4.938,2.118017123,2.000494863,2.185633562,2.458059932,2.422832192,2.286125,2.000027397,5526.323,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,51.93814363,-0.185138699,-0.457565069
1399,12881,302086,83.91277778,5320,1.477777778,63.9523258,17.88204143,2.083195857,23401.66475,8.789265537,2.04594162,15517.44783,29.93815066,3.322768362,108.5596497,82.659,57.378,-25.281,51.222,-31.437,2.113374765,1.991355932,2.195563089,2.430033898,2.380894539,2.279741996,1.98654049,4467.006,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,29.38716639,-0.204207157,-0.438677966
1400,12882.5,10744,2.984444444,4511,1.253055556,86.22509313,17.46362749,2.843920177,24244.3281,8.381343681,2.084698448,15937.45835,66.66446341,3.402804878,109.3489313,95.15,89.245,-5.905,86.845,-8.305,1.969113082,1.866443459,2.031356984,2.222627494,2.244026608,2.114889135,1.86372949,5424.165,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,41.20441761,-0.164913525,-0.356184035
1401,12884,8669,2.408055556,4961,1.378055556,79.09455847,18.26447984,2.96415121,25721.23551,8.846903226,2.064449597,17262.82411,105.4616512,3.863610887,93.68586694,110.721,97.529,-13.192,91.165,-19.556,2.08947379,1.973608871,2.16271371,2.400701613,2.337399194,2.234266129,1.987147177,5132.746,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,46.51783725,-0.189104839,-0.427092742
1402,12885.5,7382,2.050555556,4607,1.279722222,88.93130652,19.25937174,3.536897826,25035.00997,9.332641304,2.063365217,17848.57817,42.39137826,2.412067391,88.00435435,107.676,100.883,-6.793,97.853,-9.823,2.061706522,1.946932609,2.124119565,2.329480435,2.35756087,2.214845652,1.960952174,5448.592,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,57.38963393,-0.177186956,-0.382547826
1403,12887,14820,4.116666667,5213,1.448055556,91.69954511,17.85843378,3.131740883,26238.69249,8.166309021,2.182833013,18398.79599,39.87744722,2.170299424,95.0900096,113.47,102.108,-11.362,99.008,-14.462,2.008725528,1.899059501,2.069140115,2.317241843,2.276744722,2.150472169,1.915888676,6239.984,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,52.382056,-0.170080614,-0.418182342
1404,12888.5,5940,1.65,3368,0.935555556,75.83143452,24.35529464,3.268553571,26144.31483,10.421625,2.336848214,18981.77783,52.94467262,2.103479167,71.65737798,97.73,89.219,-8.511,85.719,-12.011,2.023678571,1.891782738,2.114318452,2.435565476,2.353032738,2.187008929,1.90175,4843.606,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,56.40268883,-0.222535714,-0.543782738
1405,12890,5720,1.588888889,3977,1.104722222,72.09988917,22.37096725,2.941586902,22660.0991,9.55272796,2.34161461,16951.64422,72.99807053,2.151989924,73.55828463,106.716,106.547,-0.169,100.847,-5.869,2.062347607,1.92063728,2.155287154,2.492382872,2.418413098,2.244528967,1.928987406,4600.616,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,45.33157691,-0.234649874,-0.571745592
1406,12891.5,6087,1.690833333,4294,1.192777778,86.36275058,20.83141259,3.271550117,23149.91183,8.904594406,2.339484848,17997.06304,66.89603963,2.156382284,81.02044988,107.237,104.228,-3.009,97.008,-10.229,2.046020979,1.914184149,2.111741259,2.415615385,2.402249417,2.229601399,1.928727273,4542.843,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,53.52572154,-0.19755711,-0.501431236
1407,12893,5950,1.652777778,4233,1.175833333,87.67147754,21.35440189,3.325801418,24632.55772,9.166033097,2.329550827,18311.83809,56.12902128,2.19708747,78.04032388,107.492,103.288,-4.204,98.596,-8.896,2.0208487,1.883600473,2.088163121,2.434808511,2.383853428,2.208397163,1.903453901,4399.007,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,55.36503371,-0.204562648,-0.551208038
1408,12894.5,5311,1.475277778,3905,1.084722222,84.08902821,23.05962821,3.450658974,24528.93987,9.889358974,2.332030769,18617.28595,55.66776667,2.180730769,73.25834359,106.761,102.404,-4.357,98.104,-8.657,2.068123077,1.943202564,2.131876923,2.468282051,2.425079487,2.232871795,1.964617949,4461.174,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,58.40173167,-0.188674359,-0.525079487
1409,12896,6321,1.755833333,4015,1.115277778,88.88774564,22.24877307,3.477389027,23882.60833,9.527446384,2.336127182,18405.33979,95.67118204,2.174503741,76.6854414,106.644,100.722,-5.922,95.822,-10.822,2.006316708,1.881501247,2.071802993,2.387658354,2.343142145,2.166094763,1.905810474,4653.939,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,58.18411511,-0.190301746,-0.506157107
1410,12897.5,5873,1.631388889,3906,1.085,80.6443,23.50110769,3.46004359,23954.90005,10.07958974,2.331389744,18640.65593,74.70121026,2.214861538,69.99131795,109.41,107.657,-1.753,99.857,-9.553,2.127292308,1.994720513,2.177433333,2.494294872,2.523289744,2.32555641,2.01144359,4504.557,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,58.6340746,-0.18271282,-0.499574359
1411,12899,7577,2.104722222,3582,0.995,77.2667067,24.04049441,3.169304469,23192.02344,10.2976257,2.332868715,17905.12617,100.0795056,2.173636872,71.74137989,104.727,105.694,0.967,96.494,-8.233,2.129891061,1.971879888,2.219807263,2.60672067,2.570486034,2.337723464,1.990097765,4380.409,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,51.58799672,-0.247927375,-0.634840782
1412,12900.5,12850,3.569444444,4449,1.235833333,75.9941036,21.16432658,2.846718468,22023.15309,9.045286036,2.340682432,16525.91345,68.77006532,2.131797297,71.96258559,115.685,115.446,-0.239,106.346,-9.339,2.10754955,1.92052027,2.183968468,2.58084009,2.617736486,2.37256982,1.953074324,5217.234,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,42.76783911,-0.263448198,-0.66031982
1413,12902,10321,2.866944444,4128,1.146666667,84.27217433,19.06890799,2.584142857,21716.62105,8.052941889,2.36579661,15640.37281,70.03409443,1.977615012,80.15659322,98.64,92.031,-6.609,86.5,-12.14,2.108857143,1.913048426,2.239012107,2.641590799,2.581815981,2.344806295,1.937840194,4919.677,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,36.7426888,-0.325963681,-0.728542373
1414,12903.5,7449,2.069166667,5732,1.592222222,78.51442757,15.57099302,2.255914485,19782.87351,6.731293194,2.311352531,13815.99313,69.6132199,2.042771379,104.3378761,106.632,106.69,0.058,97.39,-9.242,2.003930192,1.814968586,2.173055846,2.54734904,2.384240838,2.210027923,1.8178726,4966.365,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,28.33427184,-0.35808726,-0.732380454
1415,12905,9322,2.589444444,3346,0.929444444,55.34848802,25.90284431,2.677056886,19091.78962,11.19914072,2.312793413,13999.42681,59.42217066,1.938754491,68.55081737,104.92,102.405,-2.515,95.012,-9.908,2.044787425,1.846616766,2.257281437,2.62557485,2.49204491,2.240814371,1.833919162,5042.573,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,34.07023813,-0.410664671,-0.778958084
1416,12906.5,5295,1.470833333,3285,0.9125,53.44506707,27.10764634,2.679152439,19439.66017,11.77629878,2.301768293,14670.73832,76.40597561,2.059631098,74.93805183,108.818,115.687,6.869,110.687,1.869,2.073067073,1.873429878,2.174515244,2.569018293,2.561771341,2.363496951,1.880530488,4931.599,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,35.73194941,-0.301085366,-0.695588415
1417,12908,5277,1.465833333,2768,0.768888889,55.12282609,32.50381522,3.35657971,19883.12596,14.03675,2.315873188,15779.26478,113.0673225,1.724195652,49.52425362,106.901,109.213,2.312,103.042,-3.859,2.200615942,1.970434783,2.369413043,2.76473913,2.649746377,2.46398913,1.998144928,4800.214,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,48.14941818,-0.39897826,-0.794304347
1418,12909.5,4341,1.205833333,3034,0.842777778,57.50510561,29.58978878,3.206874587,19509.11659,12.78007591,2.31520462,15956.76112,129.7042838,2.205471947,71.3250099,106.502,117.582,11.08,112.902,6.4,2.212326733,1.989135314,2.343118812,2.762023102,2.704528053,2.504871287,2.011970297,4741.778,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,46.51939248,-0.353983498,-0.772887788
1419,12911,6828,1.896666667,3174,0.881666667,62.60295268,28.97158675,3.363798107,20768.18574,12.51176972,2.315473186,16805.62566,129.6366498,2.171189274,73.24341325,109.539,119.51,9.971,114.31,4.771,2.226548896,1.979883281,2.38222082,2.77484858,2.718274448,2.517832808,2.026391167,4926.052,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,51.39157435,-0.402337539,-0.794965299
1420,12912.5,7974,2.215,2555,0.709722222,52.07447451,32.45427059,3.168894118,19948.1,14.04727059,2.310368627,15972.26832,122.8053608,1.990886275,65.88902353,101.135,109.037,7.902,104.537,3.402,2.1986,2.022878431,2.311121569,2.672243137,2.614066667,2.430588235,2.029882353,4866.125,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,46.01311557,-0.288243138,-0.649364706
1421,12914,6878,1.910555556,2789,0.774722222,56.57479496,32.52936691,3.437316547,20729.28788,14.22415827,2.287611511,15942.4725,147.5316079,2.125438849,66.31979856,106.5,115.731,9.231,108.331,1.831,2.251266187,1.986406475,2.388589928,2.826830935,2.786143885,2.583053957,2.046640288,4957.341,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,49.81756775,-0.402183453,-0.84042446
1422,12915.5,4109,1.141388889,2859,0.794166667,55.78831228,31.51289123,3.296,21519.81981,14.07729123,2.238105263,15514.95944,149.5213825,2.209336842,68.82260351,107.951,118.464,10.513,111.79,3.839,2.211642105,1.954364912,2.344926316,2.786905263,2.738466667,2.531,2.016838596,4760.192,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,46.48846029,-0.390561404,-0.832540351
1423,12917,5029,1.396944444,2971,0.825277778,61.74282155,29.03744108,3.323670034,21015.13158,12.57443098,2.308858586,15161.26141,149.3651616,2.095909091,73.85288552,104.87,116.655,11.785,109.354,4.484,2.129750842,1.905158249,2.265127946,2.677420875,2.613464646,2.410781145,1.937683502,4829.599,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,45.81002748,-0.359969697,-0.772262626
1424,12918.5,9577,2.660277778,3359,0.933055556,61.52932239,25.87458507,2.975358209,20420.4991,11.23274925,2.303131343,14558.42184,86.89334328,2.382402985,113.3631493,105.397,119.915,14.518,110.71,5.313,2.064832836,1.870397015,2.175140299,2.5896,2.519650746,2.331797015,1.881955224,4870.98,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,39.37865448,-0.304743284,-0.719202985
1425,12920,10590,2.941666667,3365,0.934722222,45.86979762,26.51788393,2.24347619,18222.51046,11.39300298,2.325997024,13298.52554,56.61694643,2.76814881,111.1819286,107.646,119.744,12.098,111.62,3.974,2.093672619,1.947282738,2.176964286,2.519300595,2.462068452,2.316827381,1.9339375,6678.451,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,27.12265946,-0.229681548,-0.572017857
1426,12921.5,8784,2.44,3142,0.872777778,45.88921975,27.69428662,2.241990446,18446.39333,11.84588854,2.337872611,13199.74901,58.06992038,2.467872611,109.2611943,104.727,116.621,11.894,111.821,7.094,2.121146497,1.999254777,2.216506369,2.555140127,2.455996815,2.275541401,1.993047771,4815.156,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,26.90337379,-0.217251592,-0.55588535
1427,12923,4745,1.318055556,2854,0.792777778,37.64181053,31.58832982,2.208066667,17175.11528,13.55768772,2.329870175,13030.32744,66.62189474,2.687873684,93.50692632,107.524,111.59,4.066,105.667,-1.857,2.158196491,1.969898246,2.268308772,2.638073684,2.592470175,2.42462807,1.969968421,4877.312,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,26.15621062,-0.298410526,-0.668175438
1428,12924.5,4801,1.333611111,2940,0.816666667,47.69166212,30.39399317,2.625525597,18474.99428,12.81776451,2.371156997,14098.76825,115.4695222,2.876368601,101.300959,107.525,118.359,10.834,116.859,9.334,2.181276451,1.980368601,2.294348123,2.693116041,2.626935154,2.453604096,1.996313993,4816.257,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,33.65152448,-0.313979522,-0.71274744
1429,12926,4957,1.376944444,3002,0.833888889,41.60962667,29.98882,2.229286667,18936.77293,12.66164333,2.369863333,14149.40237,112.6041,2.660533333,96.83748333,107.819,113.196,5.377,112.421,4.602,2.121833333,1.9701,2.19461,2.538086667,2.515326667,2.362546667,1.95974,4839.287,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,28.67552186,-0.22451,-0.567986667
1430,12927.5,4809,1.335833333,2614,0.726111111,35.56141762,35.73288123,2.315103448,20198.32872,15.23016475,2.34689272,15309.84933,90.6580728,2.551329502,82.39291571,111.415,113.046,1.631,113.048,1.633,2.157011494,2.013758621,2.223402299,2.561498084,2.541689655,2.385199234,2.005367816,4770.845,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,32.22171361,-0.209643678,-0.547739463
1431,12929,8601,2.389166667,2851,0.791944444,49.37490175,31.50641404,2.829757895,22398.52287,13.42550175,2.346049123,17167.36998,73.72426667,2.216638596,85.59332281,107.831,106.302,-1.529,105.53,-2.301,2.10477193,1.900775439,2.237322807,2.605052632,2.556870175,2.381031579,1.900354386,5172.179,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,44.16318249,-0.336547368,-0.704277193
1432,12930.5,13877,3.854722222,3101,0.861388889,54.88057282,31.10439159,3.114728155,23868.95422,13.26170227,2.346022654,19599.32618,109.6188155,2.184184466,82.52556958,115.079,113.204,-1.875,112.804,-2.275,2.115339806,1.950171521,2.209249191,2.548385113,2.517563107,2.355398058,1.946864078,5655.368,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,55.49688461,-0.25907767,-0.598213592
1433,12932,306721,85.20027778,3898,1.082777778,102.5546632,19.70950643,2.790596401,26690.72454,8.672390746,2.280840617,19454.28961,16.71544216,1.91537018,120.9527712,91.526,96.674,5.148,89.874,-1.652,2.102411311,1.979359897,2.171218509,2.38603599,2.391583548,2.270323907,1.988095116,5670.825,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,49.35370052,-0.191858612,-0.406676093
1434,12933.5,6920,1.922222222,3695,1.026388889,67.94671274,23.90277778,2.91003523,26282.54821,10.25689702,2.331363144,19408.73481,31.92042818,2.118707317,99.83867209,106.182,102.952,-3.23,97.666,-8.516,2.064281843,1.97397561,2.122325203,2.349677507,2.292590786,2.182745257,1.977623306,5743.266,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,51.34554733,-0.148349593,-0.375701897
1435,12935,6701,1.861388889,4425,1.229166667,90.93776697,20.88349095,3.119285068,28235.54409,8.882423077,2.349357466,20992.39142,72.94824887,2.754642534,119.9316652,110.851,109.069,-1.782,103.169,-7.682,1.917606335,1.84060181,1.975843891,2.187339367,2.133339367,2.01288009,1.841015837,5244.707,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,59.52841191,-0.135242081,-0.346737557
1436,12936.5,303215,84.22638889,5829,1.619166667,93.52769983,14.74391081,2.189209262,28792.40617,6.553123499,2.277008576,19328.99976,17.54058834,3.050888508,139.0501973,109.091,70.483,-38.608,58.583,-50.508,1.850523156,1.762368782,1.912950257,2.076217839,2.054799314,1.963838765,1.762953688,4111.902,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,38.46838664,-0.150581475,-0.313849057
1437,12938,7927,2.201944444,3837,1.065833333,69.46351175,22.85773368,2.853707572,30317.80761,9.774986945,2.338652742,19294.22754,36.42609661,2.548266319,81.53370235,106.351,100.072,-6.279,95.542,-10.809,2.058302872,1.94081201,2.12708094,2.329060052,2.304618799,2.218710183,1.946577023,5891.322,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,50.05462112,-0.18626893,-0.388248042
1438,12939.5,13901,3.861388889,3267,0.9075,64.95128528,26.70363497,3.251917178,28466.56767,11.79803988,2.283095092,18033.22157,52.90962883,2.179125767,93.39459816,104.914,106.711,1.797,107.511,2.597,2.106966258,2.015134969,2.162285276,2.338972393,2.340668712,2.232656442,2.017739264,6006.17,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,53.31140273,-0.147150307,-0.323837424
1439,12941,5064,1.406666667,3762,1.045,71.9339867,24.50674202,3.295720745,24478.71796,10.56836702,2.318920213,12995.67411,31.02903191,2.398085106,97.60013032,109.658,102.747,-6.911,105.194,-4.464,2.067444149,1.984332447,2.123710106,2.268297872,2.281922872,2.172744681,1.989039894,7571.131,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,38.93646615,-0.139377659,-0.283965425
1440,12942.5,8070,2.241666667,4687,1.301944444,81.94582051,20.70541026,3.23657906,21521.0373,9.31257265,2.223803419,12154.0885,28.8745812,2.478574786,105.250765,115.545,101.306,-14.239,109.206,-6.339,2.05384188,1.975529915,2.112527778,2.311508547,2.197717949,2.14766453,1.979489316,8244.124,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,35.76151667,-0.136997863,-0.335978632
1441,12944,6128,1.702222222,3861,1.0725,89.17171688,20.7908026,3.467293506,18884.78118,9.041854545,2.297088312,12368.84044,47.64390649,3.275524675,95.4048,96.613,97.124,0.511,102.624,6.011,1.93178961,1.84141039,1.998062338,2.180057143,2.159690909,2.042145455,1.845384416,4915.906,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,38.98763649,-0.156651948,-0.338646753
