Anel,Progressiva (m),Tempo total anel (s),Tempo total anel (h),Tempo escavacao anel (s),Tempo escavacao anel (h),Energia especifica (MJ/m3) (media),Velocidade de Avanco (mm/min) (media),Torque(MNm) (media),Empuxo (kN) (media),Taxa de Penetracao (mm/rev) (media),Rotacao da Cabeca de Corte (RPM) (media),Forca de Contato (kN) (media),agua Livre (L.min) (media),FER (media),FIR (%) (media),Massa de material escavado (teorica) (ton) (max),Massa de material escavado (balanca 1) (ton) (max),Diferenca  balanca 1 (ton),Massa de material escavado (balanca 2) (ton)  (max),Diferenca  balanca 2 (ton),Pressao de terra (media dos sensores) (bar) (media),Pressao de terra (S1) (bar) (media),Pressao de terra (S2)(bar) (media),Pressao de terra (S3) (bar) (media),Pressao de terra (S4) (bar) (media),Pressao de terra (S5) (bar) (media),Pressao de terra (S6) (bar) (media),Injecao de grout total (L) (max),Material Calota,Material Eixo,Material Base,Mat,Material,Composicao da frente,Materiais na frente,Torque/Forca de contato,S1-S2,S1-S3
1323,12767,5434,1.509444444,2446,0.679444444,45.95538525,36.10197951,3.176643443,15877.09286,16.04478279,2.250053279,13040.12645,150.1107746,10.01285246,91.2890082,109.948,99.484,-10.464,101.455,-8.493,1.801536885,1.694717213,1.87097541,2.194413934,2.132389344,1.967852459,1.672758197,5449.256,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,4Ag1,,1,37.65802926,-0.176258197,-0.499696721
1324,12768.5,4530,1.258333333,2206,0.612777778,40.06713182,40.91297273,3.111318182,14748.97959,18.15943636,2.252931818,12213.0516,68.37089545,9.64645,77.53464091,114.407,94.906,-19.501,97.241,-17.166,1.798840909,1.6723,1.873631818,2.18145,2.173540909,1.994990909,1.654768182,5606.943,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,4Ag1,,1,34.54426318,-0.201331818,-0.50915
1325,12770,4349,1.208055556,2297,0.638055556,44.28858261,37.93648261,3.202769565,16601.84237,16.83720435,2.250713043,13088.47777,84.74676957,9.638243478,88.2995087,112.212,101.828,-10.384,101.128,-11.084,1.753178261,1.616,1.852704348,2.212130435,2.15466087,1.962865217,1.581530435,6156.933,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,4Ag1,,1,38.10852569,-0.236704348,-0.596130435
1326,12771.5,3729,1.035833333,2241,0.6225,45.62067265,39.51895516,3.345946188,15664.81199,17.54925561,2.249461883,12846.12368,150.026009,9.60332287,91.0455157,112.178,105.454,-6.724,103.705,-8.473,1.794026906,1.667237668,1.870295964,2.215237668,2.186753363,1.998112108,1.640609865,5582.625,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,4Ag1,,1,39.07494414,-0.203058296,-0.548
1327,12773,11488,3.191111111,3643,1.011944444,68.73452747,24.14092582,3.168107143,16196.96635,10.99407418,2.192865385,13133.23554,69.90264835,7.012532967,113.7958709,113.573,87.043,-26.53,77.457,-36.116,1.766565934,1.614068681,1.85931044,2.184332418,2.154997253,1.970958791,1.621442308,6971.141,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,37.82499757,-0.245241759,-0.570263737
1328,12774.5,25084,6.967777778,2973,0.825833333,70.99011785,29.11876431,3.609205387,17844.01924,11.88913468,2.447646465,14666.25397,91.74869697,5.000131313,91.81562963,109.312,96.899,-12.413,86.598,-22.714,1.698373737,1.529653199,1.803313131,2.150023569,2.085737374,1.912592593,1.547734007,4880.213,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,48.1213844,-0.273659932,-0.62037037
1329,12776,13192,3.664444444,4723,1.311944444,89.14194915,18.36081992,2.876254237,19309.97518,7.996908898,2.31471822,15303.91424,37.06679449,5.57659322,136.4775487,115.809,110.632,-5.177,88.592,-27.217,2.030396186,1.915940678,2.098529661,2.364648305,2.31259322,2.185631356,1.921021186,4901.072,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,40.01631652,-0.182588983,-0.448707627
1330,12777.5,8609,2.391388889,4371,1.214166667,81.25986468,20.15447936,3.207756881,19008.28592,9.37887156,2.150376147,15414.51089,28.47623624,8.220850917,137.9943326,113.101,96.491,-16.61,82.888,-30.213,1.969043578,1.867394495,2.022529817,2.288362385,2.18375,2.125016055,1.86087844,4878.265,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,44.95091216,-0.155135322,-0.42096789
1331,12779,8040,2.233333333,4264,1.184444444,83.70964085,20.87563146,3.378561033,20449.56894,9.452697183,2.208842723,16149.47854,9.979481221,8.660664319,136.9833944,113.593,102.421,-11.172,88.06,-25.533,1.818978873,1.691192488,1.897333333,2.205955399,2.130741784,2.009206573,1.678380282,4999.108,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,49.60181718,-0.206140845,-0.514762911
1332,12780.5,5099,1.416388889,3029,0.841388889,58.26316225,30.00609603,3.270188742,20508.061,13.22136093,2.28284106,15589.66169,95.2367053,11.06488079,106.1895728,118.459,103.238,-15.221,96.049,-22.41,1.67755298,1.601847682,1.717953642,1.926109272,1.877993377,1.805490066,1.584963576,5480.919,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,46.34648741,-0.11610596,-0.32426159
1333,12782,4350,1.208333333,3011,0.836388889,67.4531,28.18790667,3.444343333,19906.74485,12.14285333,2.321533333,15238.28016,78.16974,9.98875,107.00697,106.842,95.382,-11.46,92.113,-14.729,1.67087,1.591936667,1.7087,1.9487,1.913413333,1.81637,1.566416667,5766.581,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,47.71442607,-0.116763333,-0.356763333
1334,12783.5,4511,1.253055556,3167,0.879722222,61.3291519,28.01856013,3.174686709,21146.34341,12.06160759,2.322993671,16495.48761,41.31040506,11.57316772,106.8923797,110.638,95.207,-15.431,92.743,-17.895,1.660468354,1.586360759,1.707436709,1.969787975,1.856003165,1.782689873,1.565591772,5651.545,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,47.60727752,-0.12107595,-0.383427216
1335,12785,4791,1.330833333,2981,0.828055556,60.55876431,30.64305724,3.354205387,19393.48384,12.97123906,2.366841751,14863.56441,97.96676094,11.90179125,98.57822559,115.83,96.336,-19.494,92.493,-23.337,1.654959596,1.571653199,1.695255892,1.988545455,1.934040404,1.816158249,1.536649832,4940.364,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,45.32313438,-0.123602693,-0.416892256
1336,12786.5,18963,5.2675,3085,0.856944444,57.18103571,30.42352273,3.077159091,18671.12571,13.58389935,2.239162338,14362.12455,50.41708117,11.28955844,99.89464286,121.987,99.91,-22.077,94.051,-27.936,1.715798701,1.623662338,1.76712013,2.066558442,1.996876623,1.878581169,1.59363961,5008.572,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,40.17685648,-0.143457792,-0.442896104
1337,12788,121153,33.65361111,4662,1.295,95.68870323,18.72469247,3.271827957,22569.92415,8.23211828,2.270653763,16868.64523,7.076791398,6.639206452,105.1520602,110.761,85.42,-25.341,76.819,-33.942,1.725860215,1.549815054,1.824178495,2.173604301,2.112445161,1.957163441,1.572425806,4902.412,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,50.17391369,-0.274363441,-0.623789247
1338,12789.5,10521,2.9225,3994,1.109444444,111.0369825,19.20727068,3.341619048,22118.97429,7.641894737,2.549205514,17261.11243,91.79307018,7.089345865,147.0044887,103.291,98.861,-4.43,95.359,-7.932,1.680593985,1.505293233,1.808313283,2.19475188,2.122774436,1.909636591,1.498839599,4864.719,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,52.43642008,-0.30302005,-0.689458647
1339,12791,85116,23.64333333,4421,1.228055556,80.84763492,19.52915646,3.084566893,21618.34829,9.338312925,2.107396825,16119.71741,39.69858277,7.411068027,126.6093878,114.01,87.612,-26.398,83.165,-30.845,1.752487528,1.606562358,1.840510204,2.208902494,2.134696145,1.964351474,1.598006803,5354.519,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,45.20213332,-0.233947846,-0.602340136
1340,12792.5,15840,4.4,3931,1.091944444,62.32142239,22.71229008,3.123770992,23591.82741,11.82997964,1.932150127,17482.33861,16.76382443,3.265005089,79.28727735,112.918,92.447,-20.471,82.07,-30.848,1.76105598,1.669445293,1.830689567,2.114707379,2.012687023,1.881422392,1.662414758,5433.299,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,49.64620202,-0.161244274,-0.445262086
1341,12794,1401654,389.3483333,8137,2.260277778,63.2669508,11.96118942,2.228234932,21775.49407,8.657394834,1.396268143,12722.73033,0.684234932,4.053878229,65.09647724,116.617,65.918,-50.699,93.418,-23.199,2.201207872,2.050468635,2.298365314,2.551350554,2.507626076,2.397723247,2.058434194,6477.965,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,25.77202923,-0.247896679,-0.500881919
1342,12795.5,10486,2.912777778,4870,1.352777778,71.63820534,15.91216427,3.002928131,19952.19896,10.42034292,1.527334702,13638.20242,0,4.495889117,65.47949076,97.616,73.603,-24.013,98.102,0.486,2.173952772,1.989474333,2.305305955,2.661556468,2.583488706,2.396679671,2.004392197,9197.459,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,37.23140155,-0.315831622,-0.672082135
1343,12797,10832,3.008888889,4971,1.380833333,68.76123185,18.08612298,3.326610887,19903.68015,11.4510504,1.578423387,14763.74903,0,4.495407258,79.75735484,113.319,94.123,-19.196,125.223,11.904,2.379721774,2.200820565,2.507346774,2.880354839,2.781574597,2.611518145,2.198864919,7601.552,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,44.64840751,-0.306526209,-0.679534274
1344,12798.5,26255,7.293055556,5904,1.64,65.9802339,15.9853678,2.959540678,20125.12422,10.66545085,1.499020339,14382.53647,8.837530508,4.714488136,78.81392881,108.882,108.672,-0.21,105.872,-3.01,2.205033898,2.037240678,2.306594915,2.677955932,2.617620339,2.436415254,2.039876271,4934.688,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,38.69609249,-0.269354237,-0.640715254
1345,12800,9490,2.636111111,5681,1.578055556,70.10470194,16.23073721,3.219375661,21142.42423,10.76942857,1.50708642,15683.75504,3.8620194,4.721566138,105.4631129,106.238,106.27,0.032,103.758,-2.48,2.326945326,2.168349206,2.423578483,2.805328042,2.713305115,2.542419753,2.173119929,5264.442,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,45.90172659,-0.255229277,-0.636978836
1346,12801.5,10293,2.859166667,5533,1.536944444,66.64137251,16.79495298,3.185679928,18315.80635,11.14201266,1.506980108,14248.01038,0,4.830808318,93.96969078,109.562,97.457,-12.105,95.957,-13.605,2.123716094,1.96834358,2.225415913,2.582039783,2.504159132,2.335432188,1.965665461,5430.626,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,41.26327335,-0.257072333,-0.613696203
1347,12803,9230,2.563888889,5650,1.569444444,71.70354159,16.2906531,3.281727434,20083.62183,10.8048531,1.507752212,15728.04688,0,4.472971681,100.804131,106.512,97.085,-9.427,98.285,-8.227,2.231357522,2.069587611,2.319552212,2.733952212,2.64040354,2.457378761,2.079415929,5745.823,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,46.92287539,-0.249964601,-0.664364601
1348,12804.5,7465,2.073611111,4938,1.371666667,60.39587247,18.46456073,3.204315789,18883.10368,12.46204858,1.482198381,15240.113,0,4.197281377,73.43248381,107.059,98.57,-8.489,104.97,-2.089,2.385267206,2.22637247,2.487686235,2.861536437,2.782508097,2.606244939,2.220576923,5009.695,4Ar1,4Ag1,4Ag1,4Ar1 4Ag1 4Ag1,4Ar1 4Ag1,,2 ou mais,44.39466792,-0.261313765,-0.635163967
1349,12806,7870,2.186111111,4762,1.322777778,57.98236345,18.84085084,3.077808824,19469.38464,12.33108403,1.530090336,15722.33711,2.739655462,4.112397059,68.07895168,106.095,99.333,-6.762,107.98,1.885,2.429239496,2.267869748,2.536867647,2.925218487,2.82930042,2.656153361,2.255955882,6171.393,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,43.99122536,-0.268997899,-0.657348739
1350,12807.5,10754,2.987222222,4798,1.332777778,59.79219833,19.06254906,3.146534447,19794.11132,12.49781002,1.524196242,15758.24689,0,3.7624238,70.83941336,107.905,98.181,-9.724,105.981,-1.924,2.452724426,2.290461378,2.54325261,2.949363257,2.86963048,2.693173278,2.284029228,7169.524,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,45.07624242,-0.252791232,-0.658901879
1351,12809,9546,2.651666667,4745,1.318055556,55.67623418,20.46538186,3.192533755,20430.21503,13.41194304,1.525875527,16170.33576,6.798913502,4.164487342,70.46406329,114.015,102.531,-11.484,110.1,-3.915,2.468476793,2.286976793,2.559964135,3.003763713,2.905801688,2.730605485,2.296164557,5533.321,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,46.93122068,-0.272987342,-0.71678692
1352,12810.5,6928,1.924444444,4294,1.192777778,60.33592541,19.62733333,3.247585082,18630.86522,12.88727972,1.523172494,14668.92607,38.331669,5.316769231,97.33870862,100.452,87.11,-13.342,98.71,-1.742,2.087657343,1.878762238,2.219804196,2.621463869,2.567736597,2.344484848,1.907620047,4891.013,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,43.30780498,-0.341041958,-0.742701631
1353,12812,8668,2.407777778,3849,1.069166667,52.58189583,22.80476302,3.400153646,19216.56649,15.03476823,1.516890625,15137.16036,89.83403385,5.820440104,86.14078385,103.57,96.067,-7.503,106.651,3.081,2.240416667,2.056143229,2.343903646,2.751734375,2.684411458,2.497182292,2.064294271,4815.095,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,46.7897009,-0.287760417,-0.695591146
1354,12813.5,6551,1.819722222,4594,1.276111111,59.53521569,20.3323268,3.417017429,18635.62064,13.39972113,1.517679739,14485.769,7.624278867,4.733041394,77.90699782,110.522,103.408,-7.114,105.197,-5.325,2.220252723,2.04953159,2.318344227,2.721742919,2.661045752,2.461479303,2.051339869,5037.449,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,44.99829559,-0.268812637,-0.672211329
1355,12815,11397,3.165833333,6901,1.916944444,89.55954058,13.028,3.272817391,19796.58863,8.59347971,1.515717391,15474.0109,0,4.953178261,124.3184565,104.271,100.06,-4.211,104.731,0.46,2.216744928,2.077721739,2.300608696,2.665975362,2.584142029,2.408369565,2.080407246,5651.73,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,46.03964726,-0.222886957,-0.588253623
1356,12816.5,15106,4.196111111,6886,1.912777778,94.8856061,13.79027907,3.417917151,19260.14067,8.517293605,1.617975291,15558.57213,0,5.171335756,100.7394767,108.926,101.427,-7.499,102.864,-6.062,2.121235465,1.966725291,2.21506686,2.588372093,2.512947674,2.322454942,1.980950581,5484.785,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,48.34355503,-0.248341569,-0.621646802
1357,12818,17155,4.765277778,7724,2.145555556,117.5866197,11.98421087,3.418,22173.73769,7.263569211,1.651257439,17798.20879,21.48623415,4.318605433,126.2100181,106.346,101.098,-5.248,106.298,-0.048,2.398923674,2.260191462,2.485527814,2.809994825,2.740416559,2.578354463,2.271282018,5082.352,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,55.30388877,-0.225336352,-0.549803363
1358,12819.5,15472,4.297777778,7301,2.028055556,136.3331,12.07626986,3.540228767,26291.4836,6.377423288,1.935980822,21430.50402,27.34253836,4.23659589,107.1278096,106.488,104.304,-2.184,95.797,-10.691,2.373682192,2.199445205,2.474394521,2.820736986,2.764469863,2.597634247,2.223167123,5700.916,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,68.97171529,-0.274949316,-0.621291781
1359,12821,727877,202.1880556,5521,1.533611111,47.96501633,15.75003085,2.117956443,21293.20713,10.15572414,1.55184029,13188.70841,0,3.379528131,53.41036298,105.866,79.158,-26.708,79.842,-26.024,2.236417423,2.066749546,2.34307804,2.62653176,2.575787659,2.453981851,2.081121597,5253.736,4Ag1,4Ag1,4Ag1,4Ag1 4Ag1 4Ag1,,,1,25.39373632,-0.276328494,-0.559782214
1360,12822.5,20018,5.560555556,6178,1.716111111,82.96628687,14.68623177,2.910158833,21497.49395,8.464411669,1.735379254,14206.58728,12.14605511,4.167084279,89.41927229,107.878,105.735,-2.143,135.236,27.358,2.109294976,1.95634846,2.208897893,2.533332253,2.459839546,2.308035656,1.963896272,6518.537,4Ag1,4Ag1,4Ar2,4Ag1 4Ag1 4Ar2,4Ag1 4Ar2,,2 ou mais,37.58493224,-0.252549433,-0.576983793
1361,12824,17149,4.763611111,4709,1.308055556,71.95098511,18.92092979,3.399874468,20920.86445,11.17651489,1.693423404,15079.22168,6.042204255,2.533653191,81.47356383,110.142,111.594,1.452,131.795,21.653,2.263404255,2.126408511,2.338351064,2.658210638,2.611210638,2.460653191,2.128093617,6797.438,4Ag1,4Ag1,4Ar2,4Ag1 4Ag1 4Ar2,4Ag1 4Ar2,,2 ou mais,46.60678253,-0.211942553,-0.531802127
1362,12825.5,11181,3.105833333,6030,1.675,94.34214428,15.18374627,3.580920398,21427.35644,8.946371476,1.697217247,16398.33169,0,2.368487562,88.10785572,109.293,102.882,-6.411,117.182,7.889,2.17072471,2.035135987,2.264749585,2.599835821,2.489485904,2.340207297,2.042961857,5756.303,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,53.38283677,-0.229613598,-0.564699834
1363,12827,11708,3.252222222,6786,1.885,108.1855988,13.48238496,3.662320059,20433.33439,7.927833333,1.701420354,16419.86444,0,3.071620944,93.6119233,111.749,105.548,-6.201,112.048,0.299,2.139938053,2.00420649,2.218057522,2.524746313,2.491292035,2.332056047,2.005445428,5988.614,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,54.667999,-0.213851032,-0.520539823
1364,12828.5,10926,3.035,5549,1.541388889,92.48468556,15.02894333,3.367727605,22622.0799,8.785047532,1.710610603,17503.54646,25.05464899,3.141199269,79.49241682,99.392,89.682,-9.71,101.781,2.389,2.143758684,2.014621572,2.238541133,2.563285192,2.48654479,2.317032907,2.00486106,5071.659,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,53.58834236,-0.223919561,-0.54866362
1365,12830,18950,5.263888889,8380,2.327777778,150.2472521,10.39075747,3.584010753,20917.04753,6.0110681,1.729445639,17137.45604,2.360082437,2.552565114,95.16382437,105.515,102.47,-3.045,120.77,15.255,2.080538829,1.931605735,2.171351254,2.513894863,2.449921147,2.281482676,1.937864994,6646.365,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,55.83711521,-0.239745519,-0.582289128
1366,12831.5,72042,20.01166667,6260,1.738888889,105.8606816,14.167608,3.4160032,22210.32687,7.7806032,1.8146528,18229.20227,11.9167904,2.2200928,70.9676736,107.779,110.813,3.034,115.013,7.234,2.0722256,1.9204272,2.1574176,2.489144,2.4646592,2.288096,1.9226608,6429.481,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,56.61001208,-0.2369904,-0.5687168
1367,12833,7431,2.064166667,5156,1.432222222,87.58900388,17.18118641,3.236015534,20906.19523,8.74144466,1.964770874,16632.35401,0,1.94668932,69.2000233,105.946,91.861,-14.085,114.161,8.215,1.756904854,1.612007767,1.813840777,2.157504854,2.151658252,1.988273786,1.613535922,5969.596,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,48.92959631,-0.20183301,-0.545497087
1368,12834.5,10889,3.024722222,5561,1.544722222,101.0054595,16.13732072,3.390187387,20433.62096,7.89134955,2.044578378,16389.24359,0,1.436956757,60.40434775,109.184,108.834,-0.35,131.736,22.552,1.820500901,1.630875676,1.927079279,2.284187387,2.25065045,2.06921982,1.654616216,5875.272,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,50.51146082,-0.296203603,-0.653311711
1369,12836,59762,16.60055556,5685,1.579166667,107.2603662,15.5001831,3.48803169,24467.65451,7.687841549,2.017665493,19009.47646,2.155804577,0.98343838,56.1034912,105.883,201.693,95.81,189.191,83.308,2.029443662,1.81756162,2.147846831,2.570832746,2.512799296,2.295452465,1.856676056,6356.619,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,60.27786937,-0.330285211,-0.753271126
1370,12837.5,10460,2.905555556,5333,1.481388889,88.75260413,16.70896623,3.167919325,21102.99552,8.296435272,2.013998124,16499.97357,0,1.561729831,48.49717448,105.565,149.003,43.438,151.104,45.539,1.935005629,1.824125704,2.022249531,2.351016886,2.308322702,2.086878049,1.806313321,5152.99,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,47.51871376,-0.198123827,-0.526891182
1371,12839,11011,3.058611111,6138,1.705,114.5620131,14.45644372,3.435164763,22794.96263,7.299776509,1.982933116,18175.09218,0,1.5132969,56.78449592,107.204,170.694,63.49,163.883,56.679,1.983541599,1.793916803,2.103954323,2.534683524,2.476189233,2.217504078,1.820696574,5288.319,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,56.75857838,-0.31003752,-0.740766721
1372,12840.5,15010,4.169444444,5139,1.4275,89.94199415,17.30776608,3.411779727,22099.8184,9.147267057,1.913128655,17725.32785,0,1.097116959,53.78667251,106.89,177.263,70.373,172.262,65.372,2.070245614,1.868298246,2.192463938,2.600064327,2.599596491,2.318670565,1.901395712,5100.758,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,54.97719474,-0.324165692,-0.731766081
1373,12842,5601,1.555833333,4318,1.199444444,72.55148724,21.13795824,3.213693735,23586.28196,10.47000928,2.021074246,19088.54847,0,1.026951276,53.66901392,108.009,176.686,68.677,173.886,65.877,2.043649652,1.828772622,2.158976798,2.574860789,2.587431555,2.308665893,1.878716937,4843.353,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,55.7679533,-0.330204176,-0.746088167
1374,12843.5,6701,1.861388889,4060,1.127777778,72.9544321,22.42405926,3.450138272,22796.3511,11.02461235,2.033550617,19530.60933,0,1.026641975,54.3820963,108.235,172.849,64.614,175.049,66.814,2.044879012,1.838007407,2.170701235,2.578461728,2.566145679,2.296866667,1.873530864,4840.159,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,61.25754793,-0.332693828,-0.740454321
1375,12845,5502,1.528333333,3643,1.011944444,69.66647802,24.44506319,3.51085989,24266.00497,11.80823626,2.068340659,20158.94391,0,1.032527473,53.84386813,106.652,175.091,68.439,170.091,63.439,2.027601648,1.813868132,2.148431319,2.567162088,2.54307967,2.279714286,1.868521978,6396.97,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,64.341116,-0.334563187,-0.753293956
1376,12846.5,5544,1.54,3652,1.014444444,70.54341644,24.61813151,3.585958904,21961.82266,11.9196137,2.06869863,18371.34454,0,1.040109589,53.77454795,108.806,180.799,71.993,180.092,71.286,1.999835616,1.786279452,2.130115068,2.528835616,2.487819178,2.270328767,1.81290411,5100.171,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,59.88989685,-0.343835616,-0.742556164
1377,12848,26346,7.318333333,3416,0.948888889,66.62488856,25.34870381,3.517328446,23616.96842,12.54188856,2.02358651,20018.27965,0,1.057950147,53.35625806,105.472,175.336,69.864,175.936,70.464,2.086821114,1.873595308,2.219252199,2.642906158,2.58970088,2.346131965,1.90916129,5273.961,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,64.00987678,-0.345656891,-0.76931085
1378,12849.5,19140,5.316666667,3673,1.020277778,60.67169755,25.02119074,3.297422343,24993.58237,12.97073025,1.928901907,20127.79672,0,0.952332425,49.90344142,110.169,70.019,-40.15,37.219,-72.95,1.992220708,1.790485014,2.127092643,2.517354223,2.480564033,2.246269755,1.804877384,5071.943,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,60.3362242,-0.336607629,-0.726869209
1379,12851,268084,74.46777778,3403,0.945277778,62.26952059,26.51657941,3.431252941,24536.34144,12.96923824,2.045073529,19677.22105,0,1.011367647,52.37629706,107.282,365.852,258.57,192.141,84.859,2.013605882,1.81225,2.167879412,2.543355882,2.508288235,2.249297059,1.824970588,5097.52,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,61.379566,-0.355629412,-0.731105882
1380,12852.5,7370,2.047222222,5112,1.42,75.87842661,17.45331703,2.831855186,25293.06631,8.843657534,1.971293542,18056.17568,57.16227397,1.01488454,71.69306067,107.245,119.804,12.559,130.605,23.36,2.157039139,1.966332681,2.282373777,2.68958317,2.637585127,2.405289628,1.974041096,5894.066,3Ar2,4Ag1,4Ar2,3Ar2 4Ag1 4Ar2,3Ar2 4Ag1 4Ar2,,2 ou mais,46.48406794,-0.316041096,-0.723250489
1381,12854,7221,2.005833333,4144,1.151111111,67.43627361,21.54682809,3.140612591,25266.68932,10.844954,1.988372881,18608.14562,113.6971429,1.018,66.02049153,107.432,114.278,6.846,147.981,40.549,2.077,1.937624697,2.171280872,2.483670702,2.463871671,2.271191283,1.928414044,5220.75,4Ag1,4Ag1,4Ar2,4Ag1 4Ag1 4Ar2,4Ag1 4Ar2,,2 ou mais,53.12816039,-0.233656175,-0.546046005
1382,12855.5,6540,1.816666667,4518,1.255,78.37957428,19.31736807,3.038523282,26431.78269,9.248862528,2.088815965,19468.44246,0,1.019248337,62.37516186,104.306,109.465,5.159,135.585,31.279,1.977299335,1.824651885,2.092283814,2.437297118,2.391461197,2.169159645,1.823192905,5639.122,4Ag1,4Ag1,4Ar2,4Ag1 4Ag1 4Ar2,4Ag1 4Ar2,,2 ou mais,53.77755971,-0.267631929,-0.612645233
